License Type,Business Name,Street Address,Status,City,State,Zip Code,Phone No.,year,LicenceNumber
Restaurant (N-Z) License,GOBEL'S WAKA DOG CAFE INC.,1809 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-252-4627,2021,RST2021-048
Restaurant (A-M) License,Bru Burger Bar,1234 N  EDDY ST,RENEWED,SOUTH BEND,IN,46617,574-990-9110,2020,8359RESTAM2020
Lawn Parking License,1203 WHITE OAK DR.,1203 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-036
Taxi Driver License,"UNITED CAB OF SOUTH BEND, LLC",2107 S  MICHIGAN ST,CLOSED,SOUTH BEND,IN,46613,574-233-9599,2020,TXD2020-010
Restaurant (A-M) License,LOGAN QUICK MART,333 S LOGAN ST,RENEWED,SOUTH BEND,IN,46615,585-613-5902,2021,RST2021-070
Restaurant (A-M) License,DISMAS HOUSE OF INDIANA,521 S  SAINT JOSEPH ST,RENEWED,SOUTH BEND,IN,46634,574-233-8522,2020,1265RESTAM2020
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1355 N BENDIX DR,RENEWED,SOUTH BEND,IN,46628,574-255-6101,2021,LND21-00012
Restaurant (A-M) License,CHICK-FIL-A,4555 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-868-0351,2022,RST2022-256
Restaurant (A-M) License,CHINA HOUSE,2222   MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-232-9828,2020,3257RESTAM2020
Restaurant (A-M) License,EMMAUS LUTHERAN CHURCH,929   MILTON ST,EXPIRED,SOUTH BEND,IN,46613,574-287-4151,2020,691RESTAM2020
Restaurant (A-M) License,MC DONALD'S 6097,1850 LINCOLN WAY E,RENEWED,South Bend,IN,46613,574-287-9843,2022,RST2022-077
Restaurant (A-M) License,MC DONALD'S 493,416 N MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46601,574-400-0775,2023,RST2023-160
Massage Establishment License,THERAPEUTIC INDULGENCE,903 E JEFFERSON BLVD,ACTIVE,SOUTH BEND,IN,46617,574-520-1664,2023,MSE2023-010
Massage Therapist License,DYLAN PIERSON,4407 IRISH HILLS DR. APT. 3D,ACTIVE,SOUTH BEND,IN,46614,NA,2023,MST2023-007
Restaurant (A-M) License,INNISFREE BED & BREAKFAST,702 W  COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-318-4838,2020,7867RESTAM2020
Restaurant (A-M) License,BROWN INTERMEDIATE SCHOOL,737 W BEALE ST,EXPIRED,SOUTH BEND,IN,46616,574-393-3822,2022,RST2022-447
Restaurant (A-M) License,BOOTLEG'ERS,"1302 W FORD ST,  SOUTH BEND,  46619",RENEWED,SOUTH BEND,IN,46619,574-234-0744,2021,RST2021-227
Rubbish/Garbage Removal License,"HIMCO WASTE-AWAY SERVICE, INC.",707 N Wildwood Ave,ABT2EXP,ELKHART,IN,46514,574-293-8534,2022,GAR2022-003
Restaurant (N-Z) License,Panaderia y Super Mercado San Miguel,2712 W WESTERN AVE,ACTIVE,South Bend,IN,46619,574-703-3481,2023,RST2023-044
Restaurant (N-Z) License,Oh Mamma's Inc.,1202 MISHAWAKA AVE,RENEWED,South Bend,IN,46615,574-276-6918,2021,RST2021-423
Restaurant (N-Z) License,RICO SUAVE GROUP LLC,933   CLOVER ST,RENEWED,SOUTH BEND,IN,46615,574-520-2148,2020,8315RESTZ2020
Automotive Repair License,Belle Way Sales & Service Inc,1705 S OLIVE ST,RENEWED,South Bend,IN,46613,574-287-6006,2022,AUT2022-035
Restaurant (A-M) License,LIFE TREATMENT CENTERS,1402 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46628,574-233-5433,2021,RST2021-068
Restaurant (A-M) License,CHARTWELLS - CAREER ACADEMY,3801 CRESCENT CIRCLE,RENEWED,SOUTH BEND,IN,46628,574-299-9800,2021,RST2021-370
Restaurant (A-M) License,"INNISFREE BED & BREAKFAST, LLC",702 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-318-4838,2021,RST2021-089
Restaurant (A-M) License,MEIJER GAS STATION #120,"21501 CLEVELAND RD,  SOUTH BEND,  46628",RENEWED,SOUTH BEND,IN,46628,574-273-3400,2022,RST2022-272
Restaurant (A-M) License,GREEN STAR CAFE,1605 MIAMI ST,ACTIVE,SOUTH BEND,IN,46613,574-993-9606,2023,RST2023-220
Arborist License,LANDMARK LANDSCAPING,10882 MCKINLEY HWY,RENEWED,OSCEOLA,IN,46561,574-674-8196,2021,ARB2021-012
Restaurant (N-Z) License,SOUTH BEND SCOTTISH RITE,427 N  MAIN ST,INACTIVE,SOUTH BEND,IN,46601,574-233-3158,2020,2989RESTZ2020
Restaurant (N-Z) License,Z.B. FALCON NEST 80,323 S  SHERIDAN ST,RENEWED,SOUTH BEND,IN,46619,574-288-3335,2020,1055RESTZ2020
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,4337 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-222-2960,2021,AUT2021-047
Restaurant (N-Z) License,SUNNY ITALY CAFE,601 N NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-232-9620,2021,RST2021-323
Restaurant (A-M) License,JIMMY JOHN'S,"3600 N PORTAGE RD, SOUTH BEND, 46628",ACTIVE,SOUTH BEND,IN,46628,574-273-8000,2023,RST2023-218
Restaurant (N-Z) License,SUBWAY,323 N EDDY ST,RENEWED,SOUTH BEND,IN,46617,574-289-2000,2021,RST2021-121
Lawn Parking License,NA,1223 Corby Blvd.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-006
Restaurant (A-M) License,MC DONALD'S 3206,5021 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-400-0775,2021,RST2021-026
Alarm Agent License,"JP MORGAN CHASE, CORPORATE SEC",1820 E Sky Harbor Cir S,RENEWED,CHICAGO,IL,60603,312-954-2813,2021,ALR2021-060
Alarm Agent License,AVANT GUARD MONITORING CENTERS,4699 Harrison Blvd,RENEWED,OGDEN,UT,84403,801-781-6163,2020,7233ALARM2020
Hotel and Motel License,"Southhold, LLC","121 S DR MARTIN LUTHER KING JR BLVD, SOUTH BEND, 46601",RENEWED,South Bend,IN,46601,574-237-7777,2021,HTM2021-002
Restaurant (N-Z) License,SAINT JOSEPH HIGH SCHOOL,453 N NOTRE DAME AVE,RENEWED,SOUTH BEND,IN,46617,574-233-6137,2022,RST2022-207
Hotel and Motel License,IVY COURT INN & SUITES,1404   IVY CT,RENEWED,FISHERS,IN,46037,574-277-6500,2020,2326HOTEL2020
Massage Establishment License,SUMMER SPA,3601 E  JEFFERSON BLVD,CLOSED,SOUTH BEND,IN,46615,574-383-5035,2020,8676MSGEST2020
Automotive Repair License,"BARRY SEAT COVER & AUTO GLASS, CO. INC.",1924 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-288-4603,2022,AUT2022-010
Restaurant (N-Z) License,"Provident Ministries, LTd","3402 S LOCUST RD, SOUTH BEND, 46614",EXPIRED,South Bend,IN,46614,574-968-1566,2022,RST2022-369
Restaurant (A-M) License,BURGER KING # 8448,3403 PORTAGE AVE,RENEWED,MISHAWAKA,IN,46545,574-233-8651,2020,700RESTAM2020
Restaurant (N-Z) License,SPEEDWAY #5487,2075 E IRELAND RD,EXPIRED,SOUTH BEND,IN,46614,574-291-5436,2022,RST2022-215
Restaurant (N-Z) License,Samuel Mancino's,"3302 PORTAGE AVE B-C, IN, 46628",RENEWED,South Bend,IN,46628,5742713650,2021,RST2021-302
Vehicle Removal Service License,HAMILTON'S TOWING,4707 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-289-6364,2020,7096VEHREM2020
Automotive Repair License,HEDMAN TIRE & AUTO REPAIR INC.,135 N  LAFAYETTE BLVD,CLOSED,SOUTH BEND,IN,46601,574-234-1144,2020,1621AUTO2020
Lawn Parking License,701 HOWARD ST.,701 HOWARD ST.,INACTIVE,SOUTH BEND,IN,46617,NA,2022,LWN2022-042
Restaurant (N-Z) License,The Bucket,1212 S IRONWOOD DR,RENEWED,SOUTH BEND,IN,46615,574-289-1616,2022,RST2022-248
Automotive Repair License,WESTERN AUTO SERVICE #2,"1804 LINCOLNWAY W,  SOUTH BEND,  46628",RENEWED,SOUTH BEND,IN,46628,574-315-1181,2021,AUT2021-074
Automotive Repair License,Fred & Jim's Garage,3324 E MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-289-2600,2023,AUT2023-004
Restaurant (A-M) License,"Hoosier Tap & Grille,inc.",718 W INDIANA AVE,READY2ISSU,South Bend,IN,46613,574-289-4318,2023,RST2023-375
Restaurant (N-Z) License,7-ELEVEN #32587,901 S. MAYFLOWER RD.,RENEWED,SOUTH BEND,IN,46619,574-287-8814,2021,RST2021-443
Automotive Repair License,GURLEY LEEP FORD,320 E IRELAND RD,RENEWED,South Bend,IN,46614,574-291-6910,2021,AUT2021-040
Peddlers and Canvassers License,JONATHAN HURST / GREAT LAKES H,"22189 SR 23 HWY,  SOUTH BEND,  46614",INACTIVE,SOUTH BEND,IN,46614,574-287-5046,2020,8593PEDDLR2020
Massage Therapist License,ELIZABETH N. TRICKER,1114 WHITE OAK DR,EXPIRED,SOUTH BEND,IN,46617,574-968-5301,2021,MST2021-008
Restaurant (N-Z) License,ON THE MONEY BBQ,5307 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-607-2691,2020,8577RESTZ2020
Restaurant (A-M) License,Einstein Bros Bagels,"2019 SOUTH BEND AVE, SOUTH BEND, IN, 46637",EXPIRED,South Bend,IN,46637,574-272-2622,2022,RST2022-106
Restaurant (A-M) License,MARSHALL PRIMARY SCHOOL,1433 BYRON DR,EXPIRED,SOUTH BEND,IN,46614,574393-4218,2022,RST2022-461
Restaurant (A-M) License,JENNY'S BAKERY,740 S WALNUT ST,ACTIVE,SOUTH BEND,IN,46619,574-283-0211,2023,RST2023-096
Restaurant (A-M) License,Immanuel United Methodist Church,"1211 W EWING AVE, SOUTH BEND, IN, 46613",SUBMITTED,South Bend,IN,46613,5742895662,2023,RST2023-225
Restaurant (A-M) License,ARBY'S ROAST BEEF #677,1807 LINCOLN WAY E,RENEWED,ATLANTA,GA,30328,574-288-6487,2020,RST2020-008
Restaurant (A-M) License,BLAZE PIZZA #1092,1234 N EDDY ST,RENEWED,South Bend,IN,46617,574-387-4620,2022,RST2022-443
Restaurant (A-M) License,FRESH WAY FOOD MART INC.,1827 MIAMI ST,RENEWED,South Bend,IN,46628,574-703-3430,2021,RST2021-039
Restaurant (A-M) License,KELLY'S PUB,1150 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-287-7379,2021,RST2021-093
Restaurant (N-Z) License,PUERTORRICAN BAKERY & COFFEE SHOP,1107 LINCOLN WAY W,INACTIVE,SOUTH BEND,IN,46616,574-300-1110,2021,RST2021-347
Massage Therapist License,NATALIE KAY HARLING,24725 Trunk Trl,RENEWED,SOUTH BEND,IN,46619,574-229-1505,2020,5821MSGTEC2020
Restaurant (A-M) License,MARYCREST MARATHON,2322 W. Western Ave.,RENEWED,SOUTH BEND,IN,46619,574-233-8375,2021,RST2021-114
Restaurant (N-Z) License,PIZZA HUT #34137,3697 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-273-0678,2021,RST2021-284
Automotive Repair License,BETTY'S TIRES,835 S HARRIS ST,RENEWED,SOUTH BEND,IN,46619,574-217-8119,2021,AUT2021-057
Arborist License,MIRAMONTES TREE SERVICE,56177   PINE RD,RENEWED,SOUTH BEND,IN,46619,574-286-1428,2020,3302ARBOR2020
Alarm Agent License,KOORSEN FIRE & SECURITY,3953 RALPH JONES DR,RENEWED,INDIANAPOLIS,IN,46218,574-277-3322,2020,7689ALARM2020
Automotive Repair License,PREFERRED COLLISION REPAIR INC.,1134 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-233-2533,2023,AUT2023-010
Automotive Repair License,CALIFORNIA AUTO REPAIR,1601 W INDIANA AVE,ACTIVE,SOUTH BEND,IN,46613,574-229-7669,2023,AUT2023-057
Restaurant (A-M) License,LACOPOS PIZZERIA,3004 ARDMORE TRL,RENEWED,SOUTH BEND,IN,46628,574-233-5331,2022,RST2022-266
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,3660   PORTAGE AVE,RENEWED,ALLEN PARK,MI,48101,574-314-5226,2020,7238AUTO2020
Alarm Agent License,UNIVERSAL ATLANTIC SYSTEMS INC,45 W Industrial Blvd,RENEWED,PAOLI,PA,19301,800-421-6661,2020,6533ALARM2020
Restaurant (N-Z) License,RETO INC. DBA BOB'S PUB,"1406 PORTAGE AVE, SOUTH BEND, IN, 46616",RENEWED,SOUTH BEND,IN,46616,574-233-0635,2022,RST2022-071
Restaurant (A-M) License,KROGER #903,1217 E IRELAND RD,ACTIVE,SOUTH BEND,IN,46614,574-291-0666,2023,RST2023-174
Restaurant (N-Z) License,Parisi's Restaurant,1412 S Bend Ave,EXPIRED,South Bend,IN,46617,574-232-4244,2023,RST2023-206
Automotive Repair License,DALE'S SERVICE CENTER,"1575 N BENDIX DR, SOUTH BEND, 46628",CLOSED,SOUTH BEND,IN,46628,574-289-9636,2022,AUT2022-051
Restaurant (N-Z) License,R Bar,"2427 MISHAWAKA AVE, SOUTH BEND, IN, 466152144",ACTIVE,South Bend,IN,46615,574-383-5397,2023,RST2023-328
Restaurant (A-M) License,"Ivy Court Inn & Suites, LLC","1404 IVY CT, SOUTH BEND, IN, 46637",RENEWED,South Bend,IN,46637,317-284-5381,2021,RST2021-133
Donation Box License,THE SALVATION ARMY,2009 S Bend Ave,EXPIRED,SOUTH BEND,IN,46637,574-855-3563,2021,DNB2021-003
Alarm Agent License,ADT LLC DBA PROTECTION ONE,2418 VIRIDIAN DR.,RENEWED,FISHERS,IN,46037,561-226-3437,2021,ALR2021-059
Restaurant (N-Z) License,"St. Vincent de Paul Society of St. Joseph County, Inc.","520 CRESCENT AVE, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,5742346000,2021,RST2021-244
Precious Metal Dealer License,"OZARK TRADING POST, LLC",1530 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-287-7550,2023,PMD2023-004
Restaurant (N-Z) License,WOOCHI JAPANESE FUSION & BAR,119 N  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-289-2222,2020,8390RESTZ2020
Restaurant (N-Z) License,SAINT JOSEPH HIGH SCHOOL,453 N NOTRE DAME AVE,RENEWED,SOUTH BEND,IN,46617,574-233-6137,2021,RST2021-385
Restaurant (A-M) License,ELIA'S INC,2128   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-277-7239,2020,4024RESTAM2020
Lawn Parking License,621 E. NAPOLEON ST.,621 E. NAPOLEON ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-016
Restaurant (N-Z) License,R & B MINI MART,705 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46616,574-288-5030,2022,RST2022-307
Restaurant (A-M) License,MC DONALD'S 493,416 N  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46637,574-400-0775,2020,7082RESTAM2020
Restaurant (A-M) License,INTERFAITH CHRISTIAN UNION INC,702 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46616,574-287-4700,2022,RST2022-094
Automotive Repair License,WALMART #2680,3701 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46628,574-243-4915,2022,AUT2022-015
Arborist License,MARK TEMPLE TREE SERVICE,202 S OLIVE ST,RENEWED,SOUTH BEND,IN,46619,574-232-2700,2022,ARB2022-009
Lawn Parking License,1515 ROSEMARY LN.,1515 ROSEMARY LN.,INACTIVE,SOUTH BEND,IN,46637,NA,2021,LWN2021-023
Restaurant (A-M) License,MARTIN'S SUPER MARKETS #10,2081 SOUTH BEND AVE,RENEWED,South Bend,IN,46637,574-272-6922,2022,RST2022-036
Lawn Parking License,1203 WHITE OAK DR.,1203 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-021
Alarm Agent License,"INTERFACE SECURITY SYSTEMS, LLC",3773 Corporate Centre Dr,ACTIVE,EARTH CITY,MO,63045,314-595-0100,2023,ALR2023-038
Restaurant (N-Z) License,SUBWAY,323 N  EDDY ST,RENEWED,SOUTH BEND,IN,46617,574-289-2000,2020,3773RESTZ2020
Arborist License,TRUGREEN INC.,3606 GAGNON ST,ACTIVE,SOUTH BEND,IN,46628,574-233-9700,2023,ARB2023-034
Restaurant (A-M) License,L STREET KITCHEN,131 S  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46614,574-387-4123,2020,8330RESTAM2020
Massage Therapist License,HEIDI LOUISE KAGARISE,322 E. COLFAX AVE.,ACTIVE,SOUTH BEND,IN,46617,574-850-5464,2023,MST2023-003
Automotive Repair License,AUTO PLUS SERVICE CENTER,1149 S MAIN ST,EXPIRED,SOUTH BEND,IN,46601,574-232-5557,2022,AUT2022-075
Restaurant (A-M) License,BARNABY'S,713 E JEFFERSON BLVD,ACTIVE,SOUTH BEND,IN,46617,574-288-4981,2023,RST2023-005
Arborist License,B AND B FLORAL ADVENTURES,26160   LAKE LN,RENEWED,SOUTH BEND,IN,46619,574-850-6588,2020,587ARBOR2020
Restaurant (A-M) License,BOOTLEG'ERS,"1302 W FORD ST,  SOUTH BEND,  46619",RENEWED,SOUTH BEND,IN,46619,574-234-0744,2020,RST2020-013
Restaurant (A-M) License,Fairfield Inn and Suites,1220 E ANGELA BLVD,RENEWED,South Bend,IN,46617,5742345510,2022,RST2022-006
Scrap Metal Dealer License,"OMNISOURCE, LLC",1305 PRAIRIE AVE,READY2ISSU,South Bend,IN,46613,260-422-5541,2023,SCR2023-001
Restaurant (N-Z) License,WOOCHI JAPANESE FUSION & BAR,"119 N MICHIGAN ST, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-289-2222,2021,RST2021-128
Restaurant (N-Z) License,O'ROURKE'S PUBLIC HOUSE,1044 E ANGELA BLVD,RENEWED,SOUTH BEND,IN,46617,574-251-0355,2021,RST2021-280
Alarm Agent License,"SimpliSafe, Inc.","100 Summer St, Ste. 300",ACTIVE,Boston,MA,02110,800-297-1605,2023,ALR2023-001
Restaurant (N-Z) License,STARBUCKS COFFEE #9758,1290 E  IRELAND RD,RENEWED,SEATTLE,WA,98124,574-231-1057,2020,3090RESTZ2020
Restaurant (A-M) License,"The Blue Heron Of South Bend, Inc.","5440 Nimtz Pkwy, South Bend, Indiana, 46628",RENEWED,South Bend,IN,46628,574-233-3091,2021,RST2021-033
Restaurant (A-M) License,BLAZE MIDWEST INC.,1234 N  EDDY ST,RENEWED,HOUGHTON LAKE,MI,48629,574-387-4620,2020,7222RESTAM2020
Arborist License,Above & Beyond Tree and Shrubbery Service,"24961 SR 23 HWY, SOUTH BEND, 46614",RENEWED,SOUTH BEND,IN,46614,574-334-0521,2021,ARB2021-028
Automotive Repair License,1 STOP VEHICLE RECONDITIONING,1824 LINCOLN WAY E,RENEWED,SOUTH BEND,IN,46613,574-288-2277,2021,AUT2021-006
Restaurant (A-M) License,AMERICAN LEGION PULASKI POST 357,5414 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-234-5073,2022,RST2022-290
Restaurant (N-Z) License,7-ELEVEN #32587,901 S. MAYFLOWER RD.,ACTIVE,SOUTH BEND,IN,46619,574-287-8814,2023,RST2023-274
Restaurant (N-Z) License,SUBWAY,1615   PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-289-0000,2020,3776RESTZ2020
Restaurant (N-Z) License,SAINT JOSEPH YOUNG MEN'S SOCIETY,408 S GRANT ST,RENEWED,SOUTH BEND,IN,46619,574-288-3121,2022,RST2022-326
Scrap Metal Dealer License,US SCRAP & RECYCLING,1610 CIRCLE AVE,ACTIVE,SOUTH BEND,IN,46628,574-340-8408,2023,SCR2023-005
Restaurant (A-M) License,KROGER #903,1217 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-0666,2021,RST2021-432
Restaurant (A-M) License,KERN RD LLC,61045 US-31 S,RENEWED,SOUTH BEND,IN,46614,347-596-6509,2021,RST2021-422
Restaurant (A-M) License,MURPHY'S BACKYARD PUB,3601   MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-233-5968,2020,1575RESTAM2020
Secondhand Store License,ecoATM,"700 W IRELAND RD, SOUTH BEND, IN, 46614",ACTIVE,SOUTH BEND,IN,46614,858-766-7250,2023,SHN2023-016
Restaurant (A-M) License,MY PLACE ENTERPRISES,1509   PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-234-2280,2020,745RESTAM2020
Restaurant (N-Z) License,SNACKS ON THE AVE,1508 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-855-8044,2021,RST2021-467
Restaurant (A-M) License,McKinley Pub & Catering Inc,"2930 E MCKINLEY AVE, SOUTH BEND, 46615",ACTIVE,South Bend,IN,46615,574-844-1417,2023,RST2023-099
Alarm Agent License,"SECURITAS ELECTRONIC SECURITY, INC.",3800 Tabs Dr,RENEWED,IRVING,TX,75063,330-899-5100,2020,7995ALARM2020
Restaurant (A-M) License,EL ARRIERO BAR & GRILL,4505 AMERITECH DR 100,EXPIRED,SOUTH BEND,IN,46628,574-243-1177,2022,RST2022-493
Automotive Repair License,VALLEY TRANSMISSION,702   COLLEGE ST,RENEWED,SOUTH BEND,IN,46628,574-233-5894,2020,1632AUTO2020
Restaurant (A-M) License,CINDY'S TAZTY TREATZ,"4650 W WESTERN AV,  SOUTH BEND,  46619",INACTIVE,SOUTH BEND,IN,46619,574-383-5645,2021,RST2021-256
Automotive Repair License,AMANCIO AUTO BODY COMPANY,316 N. OLIVE ST.,ACTIVE,SOUTH BEND,IN,46628,574-540-1305,2023,AUT2023-036
Restaurant (N-Z) License,CHOCOLATE CAFE' - AIRPORT,"4667 PROGRESS DR, SOUTH BEND, 46628",RENEWED,South Bend,IN,46619,574-233-2577,2020,RST2020-021
Restaurant (N-Z) License,Sonic Drive-In Of South Bend,"3906 PORTAGE RD, SOUTH BEND, 46628",RENEWED,South Bend,IN,46628,574-273-9340,2021,RST2021-305
Hotel and Motel License,"Southhold, LLC",121 S DR MARTIN LUTHER KING JR BLVD.,RENEWED,South Bend,IN,46601,574-237-7777,2022,HTM2022-004
Automotive Repair License,J & S SERVICE,3303 PORTAGE AVE,ACTIVE,SOUTH BEND,IN,46628,574-277-8175,2023,AUT2023-021
Restaurant (A-M) License,LA ESPERANZA,1636 N IRONWOOD DR,READY2ISSU,SOUTH BEND,IN,46635,574-273-0345,2023,RST2023-224
Alarm Agent License,FASTENAL company,3218 SUGAR MAPLE BUSINESS CT,ACTIVE,SOUTH BEND,IN,46628,574-234-8708,2023,ALR2023-036
Alarm Agent License,CRITICOM MONITORING SERVICES,715 W State Road 434,RENEWED,LONGWOOD,FL,32750,NA,2022,ALR2022-004
Restaurant (A-M) License,JEANNIES WHITE HOUSE LLC,1444 MISHAWAKA AVE,ACTIVE,SOUTH BEND,IN,46615,574-855-4423,2023,RST2023-140
Alarm Agent License,"PRIORITY ONE SECURITY, INC.",18 Interchange Blvd,ACTIVE,Greenville,SC,29607,864-226-8515,2023,ALR2023-023
Restaurant (A-M) License,MC DONALD'S 3206,5021 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46637,574-400-0775,2020,7084RESTAM2020
Restaurant (N-Z) License,TAQUERIA EL AGUILA,2208 W  WESTERN AVE,CLOSED,SOUTH BEND,IN,46619,574-287-1537,2020,3019RESTZ2020
Restaurant (A-M) License,MARTIN'S SUPER MARKETS #11,926 ERSKINE PLZ,RENEWED,South Bend,IN,46614,574-291-3571,2021,RST2021-023
Public Parking Facility License,MEMORIAL HOSPITAL - NAVARRE GARAGE,100 W NAVARRE ST,RENEWED,SOUTH BEND,IN,46601,574-647-1472,2020,PBP2020-004
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,RENEWED,SOUTH BEND,IN,46617,NA,2022,LWN2022-050
Restaurant (N-Z) License,STUDIO RUMBA 305,1116 S MAIN ST,RENEWED,SOUTH BEND,IN,46601,574-217-6507,2022,RST2022-224
Public Parking Facility License,LAZ PARKING MIDWEST LLC,1228 N  EDDY ST,RENEWED,HARTFORD,CT,06103,860-522-7641,2020,7038PARK2020
Restaurant (A-M) License,LOGAN'S ROADHOUSE,1320 E  IRELAND RD,CLOSED,Nashville,TN,37204,574-231-9644,2020,727RESTAM2020
Restaurant (N-Z) License,Taco Bell #3004059,"6225 Brick Rd. South Bend, IN 46628",RENEWED,South Bend,IN,46628,574-247-1700,2022,RST2022-368
Arborist License,MAAC PROPERTY SERVICES,2344 Yankee St,RENEWED,NILES,MI,49120,269-687-8845,2022,ARB2022-010
Alarm Agent License,FIFTH THIRD BANK,301 N MAIN ST,RENEWED,SOUTH BEND,IN,46601,800-436-4400,2021,ALR2021-057
Arborist License,"ACORN LANDSCAPING, LLC",3680 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-288-6950,2022,ARB2022-015
Restaurant (N-Z) License,WITCHES BREW,1320 MIAMI ST,RENEWED,SOUTH BEND,IN,46601,NA,2021,RST2021-301
Restaurant (A-M) License,A Test Restaurant 24,"1220 E ANGELA BLVD, SOUTH BEND, IN, 46617",READY2ISSU,South Bend,IN,60615,2192192199,2023,RST2023-026
Restaurant (A-M) License,CHICO'S MEXICAN RESTAURANT,2418 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-237-9198,2020,670RESTAM2020
Restaurant (A-M) License,GREEN STAR CAFE,1605 MIAMI ST,RENEWED,SOUTH BEND,IN,46613,574-993-9696,2020,742RESTAM2020
Restaurant (N-Z) License,"SUBWAY OF SOUTH BEND V, INC",113 W WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,NA,2021,RST2021-294
Alarm Agent License,BHIP Vigilante LLC DBA Michigan Monitoring Service DBA Command Alarm Monitoring,"2681 Industrial Row Dr, Troy, Michigan, 48084",ACTIVE,Troy,MI,48084,248-559-7100,2023,ALR2023-012
Restaurant (A-M) License,"AMERICAN MULTI-CINEMA, INC.",450 W CHIPPEWA AVE,RENEWED,SOUTH BEND,IN,46614,574-299-6060,2021,RST2021-211
Automotive Repair License,MICHIANA TRUCK CENTER,3610 DEAHL CT,RENEWED,SOUTH BEND,IN,46628,727-373-1248,2022,AUT2022-017
Alarm Agent License,Universal Atlantic Systems Inc (UAS),"45 W Industrial Blvd, Paoli, Pennsylvania, 19301",RENEWED,Paoli,PA,19301,800-421-6661,2022,ALR2022-050
Restaurant (N-Z) License,TASTE OF MEXICO,2637 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-232-6960,2020,8594RESTZ2020
Restaurant (N-Z) License,Studebaker National Museum,"201 CHAPIN ST, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-235-9714,2022,RST2022-103
Restaurant (N-Z) License,Papa John's Pizza #1,"1827 E SOUTH BEND AV, SOUTH BEND, 46637",CLOSED,South Bend,IN,46637,502-935-6329,2021,RST2021-135
Restaurant (A-M) License,DUCOMB CENTER,4161 LATHROP ST,RENEWED,SOUTH BEND,IN,46628,574-236-2121,2022,RST2022-150
Taxi Driver License,JAMES STAGGERS / EAGLE CAB LLC,113 LARSON,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXD2022-012
Arborist License,DAN THE TREE MAN,23245 County Road 50,READY2ISSU,NEW PARIS,IN,46553,574-831-4381,2020,ARB2020-002
Restaurant (N-Z) License,7-ELEVEN #30171E,4106 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-246-1619,2021,RST2021-450
